[2012-08-07 17:39:58] : {"type":"gps","imei":"356708044299665","time":1344346727000,"lon":30.25834163,"lat":59.94154149,"alt":32.7,"speed":0,"course":0,"accuracy":43}
[2012-08-07 17:40:12] : {"type":"gps","imei":"356708044299665","time":1344346740996,"lon":30.25840839,"lat":59.94153916,"alt":34.1,"speed":0,"course":0,"accuracy":32}
[2012-08-07 17:40:13] : {"type":"gps","imei":"356708044299665","time":1344346742001,"lon":30.25840303,"lat":59.94152855,"alt":34.2,"speed":0,"course":0,"accuracy":32}
[2012-08-07 17:40:14] : {"type":"gps","imei":"356708044299665","time":1344346743001,"lon":30.25840017,"lat":59.94152482,"alt":34.2,"speed":0,"course":0,"accuracy":33}
[2012-08-07 17:40:15] : {"type":"gps","imei":"356708044299665","time":1344346743997,"lon":30.25839904,"lat":59.94152317,"alt":34.2,"speed":0,"course":0,"accuracy":30}
[2012-08-07 17:40:16] : {"type":"gps","imei":"356708044299665","time":1344346744997,"lon":30.25839678,"lat":59.94152112,"alt":34.2,"speed":0,"course":0,"accuracy":28}
[2012-08-07 17:40:17] : {"type":"gps","imei":"356708044299665","time":1344346746001,"lon":30.25839747,"lat":59.94152402,"alt":34.1,"speed":0,"course":0,"accuracy":26}
[2012-08-07 17:40:18] : {"type":"gps","imei":"356708044299665","time":1344346746995,"lon":30.25839681,"lat":59.94152604,"alt":34.1,"speed":0,"course":0,"accuracy":25}
[2012-08-07 17:40:19] : {"type":"gps","imei":"356708044299665","time":1344346748001,"lon":30.25839687,"lat":59.94152818,"alt":34.1,"speed":0,"course":0,"accuracy":24}
[2012-08-07 17:40:20] : {"type":"gps","imei":"356708044299665","time":1344346748999,"lon":30.25839659,"lat":59.94152824,"alt":34.1,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:40:21] : {"type":"gps","imei":"356708044299665","time":1344346750008,"lon":30.25839499,"lat":59.94152578,"alt":34.1,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:40:22] : {"type":"gps","imei":"356708044299665","time":1344346751001,"lon":30.25839482,"lat":59.94152558,"alt":34.1,"speed":0,"course":0,"accuracy":21}
[2012-08-07 17:40:23] : {"type":"gps","imei":"356708044299665","time":1344346752003,"lon":30.25839503,"lat":59.94152669,"alt":34.1,"speed":0,"course":0,"accuracy":21}
[2012-08-07 17:40:24] : {"type":"gps","imei":"356708044299665","time":1344346753023,"lon":30.2583963,"lat":59.94153287,"alt":34,"speed":0,"course":0,"accuracy":21}
[2012-08-07 17:40:25] : {"type":"gps","imei":"356708044299665","time":1344346754001,"lon":30.25839482,"lat":59.94152965,"alt":34.1,"speed":0,"course":0,"accuracy":20}
[2012-08-07 17:40:26] : {"type":"gps","imei":"356708044299665","time":1344346755010,"lon":30.2583947,"lat":59.94152881,"alt":34.1,"speed":0,"course":0,"accuracy":20}
[2012-08-07 17:40:27] : {"type":"gps","imei":"356708044299665","time":1344346756003,"lon":30.258395,"lat":59.94153064,"alt":34,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:40:28] : {"type":"gps","imei":"356708044299665","time":1344346757005,"lon":30.25839458,"lat":59.94153003,"alt":34,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:40:29] : {"type":"gps","imei":"356708044299665","time":1344346758008,"lon":30.25839606,"lat":59.94153411,"alt":34,"speed":0,"course":0,"accuracy":20}
[2012-08-07 17:40:30] : {"type":"gps","imei":"356708044299665","time":1344346759007,"lon":30.25839717,"lat":59.94153709,"alt":34,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:40:31] : {"type":"gps","imei":"356708044299665","time":1344346760009,"lon":30.25839831,"lat":59.94153979,"alt":34,"speed":0,"course":0,"accuracy":25}
[2012-08-07 17:40:32] : {"type":"gps","imei":"356708044299665","time":1344346761019,"lon":30.25839842,"lat":59.94154039,"alt":34,"speed":0,"course":0,"accuracy":26}
[2012-08-07 17:40:33] : {"type":"gps","imei":"356708044299665","time":1344346762001,"lon":30.25839876,"lat":59.94154056,"alt":34,"speed":0,"course":0,"accuracy":25}
[2012-08-07 17:40:34] : {"type":"gps","imei":"356708044299665","time":1344346763010,"lon":30.25840092,"lat":59.94154638,"alt":33.9,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:40:35] : {"type":"gps","imei":"356708044299665","time":1344346764005,"lon":30.25840222,"lat":59.94154789,"alt":33.9,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:40:36] : {"type":"gps","imei":"356708044299665","time":1344346765010,"lon":30.25840135,"lat":59.94154659,"alt":33.9,"speed":0,"course":0,"accuracy":25}
[2012-08-07 17:40:37] : {"type":"gps","imei":"356708044299665","time":1344346766013,"lon":30.25840117,"lat":59.94154575,"alt":34,"speed":0,"course":0,"accuracy":27}
[2012-08-07 17:40:38] : {"type":"gps","imei":"356708044299665","time":1344346766999,"lon":30.25840213,"lat":59.94154858,"alt":33.9,"speed":0,"course":0,"accuracy":28}
[2012-08-07 17:40:39] : {"type":"gps","imei":"356708044299665","time":1344346768003,"lon":30.25840121,"lat":59.94154748,"alt":33.9,"speed":0,"course":0,"accuracy":29}
[2012-08-07 17:40:40] : {"type":"gps","imei":"356708044299665","time":1344346769005,"lon":30.25840079,"lat":59.94154642,"alt":34,"speed":0,"course":0,"accuracy":31}
[2012-08-07 17:40:41] : {"type":"gps","imei":"356708044299665","time":1344346770011,"lon":30.25839995,"lat":59.94154475,"alt":34,"speed":0,"course":0,"accuracy":29}
[2012-08-07 17:40:42] : {"type":"gps","imei":"356708044299665","time":1344346771022,"lon":30.25839949,"lat":59.94154407,"alt":34,"speed":0,"course":0,"accuracy":27}
[2012-08-07 17:40:43] : {"type":"gps","imei":"356708044299665","time":1344346772012,"lon":30.25839938,"lat":59.94154595,"alt":33.9,"speed":0,"course":0,"accuracy":26}
[2012-08-07 17:40:44] : {"type":"gps","imei":"356708044299665","time":1344346773021,"lon":30.25839834,"lat":59.94154393,"alt":33.9,"speed":0,"course":0,"accuracy":24}
[2012-08-07 17:40:45] : {"type":"gps","imei":"356708044299665","time":1344346774012,"lon":30.25839811,"lat":59.94154461,"alt":33.9,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:40:46] : {"type":"gps","imei":"356708044299665","time":1344346775016,"lon":30.2583971,"lat":59.94154005,"alt":34,"speed":0,"course":0,"accuracy":21}
[2012-08-07 17:40:47] : {"type":"gps","imei":"356708044299665","time":1344346776017,"lon":30.25839684,"lat":59.94153914,"alt":34,"speed":0,"course":0,"accuracy":20}
[2012-08-07 17:40:48] : {"type":"gps","imei":"356708044299665","time":1344346776994,"lon":30.25839606,"lat":59.9415375,"alt":34,"speed":0,"course":0,"accuracy":22}
[2012-08-07 17:40:49] : {"type":"gps","imei":"356708044299665","time":1344346778005,"lon":30.25839653,"lat":59.94153861,"alt":34,"speed":0,"course":0,"accuracy":24}
[2012-08-07 17:40:50] : {"type":"gps","imei":"356708044299665","time":1344346779010,"lon":30.25839566,"lat":59.94153703,"alt":34,"speed":0,"course":0,"accuracy":25}
[2012-08-07 17:40:51] : {"type":"gps","imei":"356708044299665","time":1344346780006,"lon":30.25839469,"lat":59.94153132,"alt":34.1,"speed":0,"course":0,"accuracy":27}
[2012-08-07 17:40:52] : {"type":"gps","imei":"356708044299665","time":1344346781010,"lon":30.25839388,"lat":59.94152945,"alt":34.1,"speed":0,"course":0,"accuracy":29}
[2012-08-07 17:40:53] : {"type":"gps","imei":"356708044299665","time":1344346782018,"lon":30.25839445,"lat":59.94153103,"alt":34.1,"speed":0,"course":0,"accuracy":30}
[2012-08-07 17:40:54] : {"type":"gps","imei":"356708044299665","time":1344346783008,"lon":30.25839542,"lat":59.9415358,"alt":34,"speed":0,"course":0,"accuracy":31}
[2012-08-07 17:40:55] : {"type":"gps","imei":"356708044299665","time":1344346784007,"lon":30.25839545,"lat":59.94153608,"alt":34,"speed":0,"course":0,"accuracy":32}
[2012-08-07 17:40:56] : {"type":"gps","imei":"356708044299665","time":1344346785007,"lon":30.25839513,"lat":59.9415362,"alt":34,"speed":0,"course":0,"accuracy":33}
[2012-08-07 17:40:57] : {"type":"gps","imei":"356708044299665","time":1344346786007,"lon":30.25839518,"lat":59.94153589,"alt":34,"speed":0,"course":0,"accuracy":35}
[2012-08-07 17:40:58] : {"type":"gps","imei":"356708044299665","time":1344346787007,"lon":30.25839473,"lat":59.94153477,"alt":34,"speed":0,"course":0,"accuracy":35}
[2012-08-07 17:40:59] : {"type":"gps","imei":"356708044299665","time":1344346788015,"lon":30.25839485,"lat":59.94153467,"alt":34,"speed":0,"course":0,"accuracy":36}
[2012-08-07 17:41:00] : {"type":"gps","imei":"356708044299665","time":1344346788992,"lon":30.25839548,"lat":59.94153544,"alt":34,"speed":0,"course":0,"accuracy":37}
[2012-08-07 17:41:01] : {"type":"gps","imei":"356708044299665","time":1344346790016,"lon":30.25839537,"lat":59.94153439,"alt":34,"speed":0,"course":0,"accuracy":38}
[2012-08-07 17:41:02] : {"type":"gps","imei":"356708044299665","time":1344346791007,"lon":30.25839653,"lat":59.9415367,"alt":34,"speed":0,"course":0,"accuracy":39}
[2012-08-07 17:41:03] : {"type":"gps","imei":"356708044299665","time":1344346792005,"lon":30.25839691,"lat":59.94153736,"alt":34,"speed":0,"course":0,"accuracy":39}
[2012-08-07 17:41:04] : {"type":"gps","imei":"356708044299665","time":1344346793007,"lon":30.2583972,"lat":59.94153714,"alt":34,"speed":0,"course":0,"accuracy":39}
[2012-08-07 17:41:05] : {"type":"gps","imei":"356708044299665","time":1344346793999,"lon":30.25839719,"lat":59.94153466,"alt":34,"speed":0,"course":0,"accuracy":39}
[2012-08-07 17:41:06] : {"type":"gps","imei":"356708044299665","time":1344346795006,"lon":30.25839777,"lat":59.94153547,"alt":34,"speed":0,"course":0,"accuracy":39}
[2012-08-07 17:41:07] : {"type":"gps","imei":"356708044299665","time":1344346796007,"lon":30.25839781,"lat":59.94153564,"alt":34,"speed":0,"course":0,"accuracy":39}
[2012-08-07 17:41:08] : {"type":"gps","imei":"356708044299665","time":1344346797012,"lon":30.25839759,"lat":59.94153352,"alt":34.1,"speed":0,"course":0,"accuracy":38}
[2012-08-07 17:41:09] : {"type":"gps","imei":"356708044299665","time":1344346798013,"lon":30.25839735,"lat":59.94153268,"alt":34.1,"speed":0,"course":0,"accuracy":39}
[2012-08-07 17:41:10] : {"type":"gps","imei":"356708044299665","time":1344346799003,"lon":30.25839761,"lat":59.94153291,"alt":34.1,"speed":0,"course":0,"accuracy":39}
[2012-08-07 17:41:11] : {"type":"gps","imei":"356708044299665","time":1344346799999,"lon":30.2583971,"lat":59.94153305,"alt":34,"speed":0,"course":0,"accuracy":39}
[2012-08-07 17:41:12] : {"type":"gps","imei":"356708044299665","time":1344346801017,"lon":30.25839709,"lat":59.9415335,"alt":34,"speed":0,"course":0,"accuracy":39}
[2012-08-07 17:41:13] : {"type":"gps","imei":"356708044299665","time":1344346802017,"lon":30.25839707,"lat":59.9415333,"alt":34,"speed":0,"course":0,"accuracy":38}
[2012-08-07 17:41:14] : {"type":"gps","imei":"356708044299665","time":1344346803009,"lon":30.25839735,"lat":59.9415344,"alt":34,"speed":0,"course":0,"accuracy":38}
[2012-08-07 17:41:15] : {"type":"gps","imei":"356708044299665","time":1344346803998,"lon":30.25839687,"lat":59.94153371,"alt":34,"speed":0,"course":0,"accuracy":38}
[2012-08-07 17:41:16] : {"type":"gps","imei":"356708044299665","time":1344346805007,"lon":30.25839731,"lat":59.94153589,"alt":34,"speed":0,"course":0,"accuracy":38}
[2012-08-07 17:41:17] : {"type":"gps","imei":"356708044299665","time":1344346806023,"lon":30.25839787,"lat":59.94153651,"alt":34,"speed":0,"course":0,"accuracy":38}
[2012-08-07 17:41:18] : {"type":"gps","imei":"356708044299665","time":1344346807023,"lon":30.25839821,"lat":59.94153834,"alt":34,"speed":0,"course":0,"accuracy":37}
[2012-08-07 17:41:19] : {"type":"gps","imei":"356708044299665","time":1344346808013,"lon":30.25839797,"lat":59.9415382,"alt":34,"speed":0,"course":0,"accuracy":38}
[2012-08-07 17:41:20] : {"type":"gps","imei":"356708044299665","time":1344346809000,"lon":30.25839744,"lat":59.94153726,"alt":34,"speed":0,"course":0,"accuracy":38}
[2012-08-07 17:41:21] : {"type":"gps","imei":"356708044299665","time":1344346810020,"lon":30.25839758,"lat":59.94153886,"alt":34,"speed":0,"course":0,"accuracy":37}
[2012-08-07 17:41:22] : {"type":"gps","imei":"356708044299665","time":1344346811016,"lon":30.25839704,"lat":59.94153782,"alt":34,"speed":0,"course":0,"accuracy":37}
[2012-08-07 17:41:23] : {"type":"gps","imei":"356708044299665","time":1344346812005,"lon":30.25839666,"lat":59.94153557,"alt":34,"speed":0,"course":0,"accuracy":37}
[2012-08-07 17:41:24] : {"type":"gps","imei":"356708044299665","time":1344346813015,"lon":30.25839597,"lat":59.94153414,"alt":34,"speed":0,"course":0,"accuracy":37}
[2012-08-07 17:41:25] : {"type":"gps","imei":"356708044299665","time":1344346814007,"lon":30.25839568,"lat":59.94153366,"alt":34,"speed":0,"course":0,"accuracy":36}
[2012-08-07 17:41:26] : {"type":"gps","imei":"356708044299665","time":1344346815007,"lon":30.2583948,"lat":59.94153066,"alt":34,"speed":0,"course":0,"accuracy":32}
[2012-08-07 17:41:27] : {"type":"gps","imei":"356708044299665","time":1344346816006,"lon":30.25839386,"lat":59.94152713,"alt":34.1,"speed":0,"course":0,"accuracy":29}
[2012-08-07 17:41:28] : {"type":"gps","imei":"356708044299665","time":1344346817015,"lon":30.2583922,"lat":59.94152443,"alt":34.1,"speed":0,"course":0,"accuracy":27}
[2012-08-07 17:41:29] : {"type":"gps","imei":"356708044299665","time":1344346818006,"lon":30.2583906,"lat":59.94152267,"alt":34.1,"speed":0,"course":0,"accuracy":25}
[2012-08-07 17:41:30] : {"type":"gps","imei":"356708044299665","time":1344346819018,"lon":30.2583905,"lat":59.94152234,"alt":34.1,"speed":0,"course":0,"accuracy":24}
[2012-08-07 17:41:31] : {"type":"gps","imei":"356708044299665","time":1344346820009,"lon":30.25839083,"lat":59.941523,"alt":34.1,"speed":0,"course":0,"accuracy":22}
[2012-08-07 17:41:32] : {"type":"gps","imei":"356708044299665","time":1344346821018,"lon":30.25839056,"lat":59.94152215,"alt":34.1,"speed":0,"course":0,"accuracy":21}
[2012-08-07 17:41:33] : {"type":"gps","imei":"356708044299665","time":1344346822016,"lon":30.25838851,"lat":59.9415209,"alt":34.1,"speed":0,"course":0,"accuracy":20}
[2012-08-07 17:41:34] : {"type":"gps","imei":"356708044299665","time":1344346823023,"lon":30.2583877,"lat":59.94151946,"alt":34.1,"speed":0,"course":0,"accuracy":20}
[2012-08-07 17:41:35] : {"type":"gps","imei":"356708044299665","time":1344346824009,"lon":30.25838711,"lat":59.94151637,"alt":34.1,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:41:36] : {"type":"gps","imei":"356708044299665","time":1344346825000,"lon":30.25838636,"lat":59.94151529,"alt":34.1,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:41:37] : {"type":"gps","imei":"356708044299665","time":1344346826014,"lon":30.25838649,"lat":59.94151493,"alt":34.1,"speed":0,"course":0,"accuracy":18}
[2012-08-07 17:41:38] : {"type":"gps","imei":"356708044299665","time":1344346827002,"lon":30.25838681,"lat":59.94151628,"alt":34.1,"speed":0,"course":0,"accuracy":18}
[2012-08-07 17:41:39] : {"type":"gps","imei":"356708044299665","time":1344346828015,"lon":30.25838676,"lat":59.94151616,"alt":34.1,"speed":0,"course":0,"accuracy":17}
[2012-08-07 17:41:40] : {"type":"gps","imei":"356708044299665","time":1344346829006,"lon":30.25838603,"lat":59.94151713,"alt":34.1,"speed":0,"course":0,"accuracy":17}
[2012-08-07 17:41:41] : {"type":"gps","imei":"356708044299665","time":1344346830006,"lon":30.25838606,"lat":59.94151699,"alt":34.1,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:41:42] : {"type":"gps","imei":"356708044299665","time":1344346831000,"lon":30.25838704,"lat":59.94151752,"alt":34.1,"speed":0,"course":0,"accuracy":21}
[2012-08-07 17:41:43] : {"type":"gps","imei":"356708044299665","time":1344346832006,"lon":30.25838767,"lat":59.94151871,"alt":34.1,"speed":0,"course":0,"accuracy":22}
[2012-08-07 17:41:44] : {"type":"gps","imei":"356708044299665","time":1344346833015,"lon":30.25838711,"lat":59.94151689,"alt":34.1,"speed":0,"course":0,"accuracy":24}
[2012-08-07 17:41:45] : {"type":"gps","imei":"356708044299665","time":1344346834001,"lon":30.25838683,"lat":59.94151655,"alt":34.1,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:41:46] : {"type":"gps","imei":"356708044299665","time":1344346835008,"lon":30.25838648,"lat":59.94151615,"alt":34.1,"speed":0,"course":0,"accuracy":22}
[2012-08-07 17:41:47] : {"type":"gps","imei":"356708044299665","time":1344346836014,"lon":30.25838612,"lat":59.94151589,"alt":34.1,"speed":0,"course":0,"accuracy":21}
[2012-08-07 17:41:48] : {"type":"gps","imei":"356708044299665","time":1344346837001,"lon":30.25838619,"lat":59.94151575,"alt":34.1,"speed":0,"course":0,"accuracy":20}
[2012-08-07 17:41:49] : {"type":"gps","imei":"356708044299665","time":1344346838017,"lon":30.25838663,"lat":59.94151442,"alt":34.2,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:41:50] : {"type":"gps","imei":"356708044299665","time":1344346839025,"lon":30.25838679,"lat":59.94151432,"alt":34.2,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:41:51] : {"type":"gps","imei":"356708044299665","time":1344346840014,"lon":30.25838689,"lat":59.94151405,"alt":34.2,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:41:52] : {"type":"gps","imei":"356708044299665","time":1344346841011,"lon":30.25838719,"lat":59.9415141,"alt":34.2,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:41:53] : {"type":"gps","imei":"356708044299665","time":1344346842005,"lon":30.25838849,"lat":59.94151445,"alt":34.2,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:41:54] : {"type":"gps","imei":"356708044299665","time":1344346843002,"lon":30.25838912,"lat":59.94151533,"alt":34.2,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:41:55] : {"type":"gps","imei":"356708044299665","time":1344346844007,"lon":30.25838973,"lat":59.94151312,"alt":34.2,"speed":0,"course":0,"accuracy":17}
[2012-08-07 17:41:56] : {"type":"gps","imei":"356708044299665","time":1344346845009,"lon":30.2583899,"lat":59.94151359,"alt":34.2,"speed":0,"course":0,"accuracy":18}
[2012-08-07 17:41:57] : {"type":"gps","imei":"356708044299665","time":1344346846014,"lon":30.25839005,"lat":59.94151369,"alt":34.2,"speed":0,"course":0,"accuracy":17}
[2012-08-07 17:41:58] : {"type":"gps","imei":"356708044299665","time":1344346847008,"lon":30.25839003,"lat":59.94151343,"alt":34.2,"speed":0,"course":0,"accuracy":17}
[2012-08-07 17:41:59] : {"type":"gps","imei":"356708044299665","time":1344346848015,"lon":30.25839014,"lat":59.94151377,"alt":34.2,"speed":0,"course":0,"accuracy":16}
[2012-08-07 17:42:00] : {"type":"gps","imei":"356708044299665","time":1344346848991,"lon":30.25838954,"lat":59.94151325,"alt":34.2,"speed":0,"course":0,"accuracy":16}
[2012-08-07 17:42:01] : {"type":"gps","imei":"356708044299665","time":1344346850018,"lon":30.25838988,"lat":59.94151348,"alt":34.2,"speed":0,"course":0,"accuracy":17}
[2012-08-07 17:42:02] : {"type":"gps","imei":"356708044299665","time":1344346851008,"lon":30.25838938,"lat":59.94151283,"alt":34.2,"speed":0,"course":0,"accuracy":16}
[2012-08-07 17:42:03] : {"type":"gps","imei":"356708044299665","time":1344346852026,"lon":30.25838876,"lat":59.94151218,"alt":34.2,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:42:04] : {"type":"gps","imei":"356708044299665","time":1344346853021,"lon":30.25838854,"lat":59.94151193,"alt":34.2,"speed":0,"course":0,"accuracy":21}
[2012-08-07 17:42:05] : {"type":"gps","imei":"356708044299665","time":1344346854019,"lon":30.25838792,"lat":59.94151181,"alt":34.2,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:42:06] : {"type":"gps","imei":"356708044299665","time":1344346855027,"lon":30.25838797,"lat":59.94151229,"alt":34.2,"speed":0,"course":0,"accuracy":28}
[2012-08-07 17:42:07] : {"type":"gps","imei":"356708044299665","time":1344346856001,"lon":30.25838757,"lat":59.94151216,"alt":34.2,"speed":0,"course":0,"accuracy":33}
[2012-08-07 17:42:08] : {"type":"gps","imei":"356708044299665","time":1344346857002,"lon":30.25838687,"lat":59.94151223,"alt":34.2,"speed":0,"course":0,"accuracy":34}
[2012-08-07 17:42:09] : {"type":"gps","imei":"356708044299665","time":1344346858006,"lon":30.25838633,"lat":59.94151307,"alt":34.2,"speed":0,"course":0,"accuracy":34}
[2012-08-07 17:42:10] : {"type":"gps","imei":"356708044299665","time":1344346859002,"lon":30.25838612,"lat":59.94151204,"alt":34.2,"speed":0,"course":0,"accuracy":31}
[2012-08-07 17:42:11] : {"type":"gps","imei":"356708044299665","time":1344346860006,"lon":30.25838587,"lat":59.94151154,"alt":34.2,"speed":0,"course":0,"accuracy":29}
[2012-08-07 17:42:12] : {"type":"gps","imei":"356708044299665","time":1344346861007,"lon":30.25838555,"lat":59.94151009,"alt":34.2,"speed":0,"course":0,"accuracy":27}
[2012-08-07 17:42:13] : {"type":"gps","imei":"356708044299665","time":1344346862002,"lon":30.25838551,"lat":59.94150969,"alt":34.2,"speed":0,"course":0,"accuracy":25}
[2012-08-07 17:42:14] : {"type":"gps","imei":"356708044299665","time":1344346863007,"lon":30.25838454,"lat":59.94150898,"alt":34.2,"speed":0,"course":0,"accuracy":25}
[2012-08-07 17:42:15] : {"type":"gps","imei":"356708044299665","time":1344346864007,"lon":30.25838462,"lat":59.94150913,"alt":34.2,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:42:16] : {"type":"gps","imei":"356708044299665","time":1344346865015,"lon":30.25838434,"lat":59.94150884,"alt":34.2,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:42:17] : {"type":"gps","imei":"356708044299665","time":1344346866007,"lon":30.25838396,"lat":59.94150779,"alt":34.3,"speed":0,"course":0,"accuracy":22}
[2012-08-07 17:42:18] : {"type":"gps","imei":"356708044299665","time":1344346867013,"lon":30.25838318,"lat":59.94150719,"alt":34.3,"speed":0,"course":0,"accuracy":22}
[2012-08-07 17:42:19] : {"type":"gps","imei":"356708044299665","time":1344346868006,"lon":30.25838216,"lat":59.94150624,"alt":34.3,"speed":0,"course":0,"accuracy":21}
[2012-08-07 17:42:20] : {"type":"gps","imei":"356708044299665","time":1344346869007,"lon":30.25838232,"lat":59.94150633,"alt":34.3,"speed":0,"course":0,"accuracy":20}
[2012-08-07 17:42:21] : {"type":"gps","imei":"356708044299665","time":1344346870015,"lon":30.25838204,"lat":59.94150601,"alt":34.3,"speed":0,"course":0,"accuracy":20}
[2012-08-07 17:42:22] : {"type":"gps","imei":"356708044299665","time":1344346871024,"lon":30.25838281,"lat":59.94150714,"alt":34.3,"speed":0,"course":0,"accuracy":20}
[2012-08-07 17:42:23] : {"type":"gps","imei":"356708044299665","time":1344346872008,"lon":30.25838332,"lat":59.94150683,"alt":34.3,"speed":0,"course":0,"accuracy":20}
[2012-08-07 17:42:24] : {"type":"gps","imei":"356708044299665","time":1344346873001,"lon":30.25838332,"lat":59.94150716,"alt":34.3,"speed":0,"course":0,"accuracy":19}
[2012-08-07 17:42:25] : {"type":"gps","imei":"356708044299665","time":1344346874006,"lon":30.25838374,"lat":59.94150776,"alt":34.3,"speed":0,"course":0,"accuracy":21}
[2012-08-07 17:42:26] : {"type":"gps","imei":"356708044299665","time":1344346875007,"lon":30.25838412,"lat":59.94150839,"alt":34.3,"speed":0,"course":0,"accuracy":24}
[2012-08-07 17:42:27] : {"type":"gps","imei":"356708044299665","time":1344346876006,"lon":30.25838466,"lat":59.94150919,"alt":34.3,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:42:28] : {"type":"gps","imei":"356708044299665","time":1344346877005,"lon":30.25838457,"lat":59.9415094,"alt":34.3,"speed":0,"course":0,"accuracy":22}
[2012-08-07 17:42:29] : {"type":"gps","imei":"356708044299665","time":1344346878013,"lon":30.25838496,"lat":59.94150976,"alt":34.3,"speed":0,"course":0,"accuracy":21}
[2012-08-07 17:42:30] : {"type":"gps","imei":"356708044299665","time":1344346879008,"lon":30.25838417,"lat":59.94150881,"alt":34.3,"speed":0,"course":0,"accuracy":23}
[2012-08-07 17:42:31] : {"type":"gps","imei":"356708044299665","time":1344346880005,"lon":30.25838358,"lat":59.94150794,"alt":34.3,"speed":0,"course":0,"accuracy":25}
[2012-08-07 17:42:32] : {"type":"gps","imei":"356708044299665","time":1344346881005,"lon":30.25838286,"lat":59.94150761,"alt":34.3,"speed":0,"course":0,"accuracy":27}
[2012-08-07 17:42:33] : {"type":"gps","imei":"356708044299665","time":1344346882005,"lon":30.25838284,"lat":59.94150597,"alt":34.3,"speed":0,"course":0,"accuracy":25}
[2012-08-07 17:42:34] : {"type":"gps","imei":"356708044299665","time":1344346883011,"lon":30.25838197,"lat":59.94150489,"alt":34.3,"speed":0,"course":0,"accuracy":24}
