[2012-08-07 20:55:59] : {"type":"gps","imei":"356708044299665","time":1344358488000,"lon":30.44601733,"lat":59.87331922,"alt":20.2,"speed":0.75,"course":335.2,"accuracy":39}
[2012-08-07 20:56:20] : {"type":"gps","imei":"356708044299665","time":1344358509990,"lon":30.44593233,"lat":59.87333435,"alt":22.5,"speed":0.25,"course":134.8,"accuracy":18}
[2012-08-07 20:56:22] : {"type":"gps","imei":"356708044299665","time":1344358511020,"lon":30.44591311,"lat":59.87333537,"alt":22.6,"speed":0.25,"course":134.8,"accuracy":18}
[2012-08-07 20:56:23] : {"type":"gps","imei":"356708044299665","time":1344358512020,"lon":30.44589721,"lat":59.87334063,"alt":22.4,"speed":0.5,"course":134.8,"accuracy":17}
[2012-08-07 20:56:23] : {"type":"gps","imei":"356708044299665","time":1344358513010,"lon":30.44588407,"lat":59.87334453,"alt":23.6,"speed":0.25,"course":134.8,"accuracy":15}
[2012-08-07 20:56:24] : {"type":"gps","imei":"356708044299665","time":1344358514002,"lon":30.44587966,"lat":59.87334809,"alt":25,"speed":0.25,"course":134.8,"accuracy":13}
[2012-08-07 20:56:26] : {"type":"gps","imei":"356708044299665","time":1344358515022,"lon":30.44587964,"lat":59.87335204,"alt":24.6,"speed":0.25,"course":134.8,"accuracy":12}
[2012-08-07 20:56:27] : {"type":"gps","imei":"356708044299665","time":1344358516021,"lon":30.44589733,"lat":59.87335036,"alt":22.7,"speed":0,"course":0,"accuracy":10}
[2012-08-07 20:56:28] : {"type":"gps","imei":"356708044299665","time":1344358517048,"lon":30.44592364,"lat":59.87335083,"alt":25,"speed":0.25,"course":134.8,"accuracy":10}
[2012-08-07 20:56:29] : {"type":"gps","imei":"356708044299665","time":1344358518031,"lon":30.44594649,"lat":59.87335114,"alt":23.8,"speed":0.25,"course":134.8,"accuracy":10}
[2012-08-07 20:56:29] : {"type":"gps","imei":"356708044299665","time":1344358518999,"lon":30.44596323,"lat":59.87335058,"alt":24.1,"speed":0.25,"course":134.8,"accuracy":10}
[2012-08-07 20:56:30] : {"type":"gps","imei":"356708044299665","time":1344358520002,"lon":30.44596755,"lat":59.87335065,"alt":24.3,"speed":0.25,"course":134.8,"accuracy":10}
[2012-08-07 20:56:31] : {"type":"gps","imei":"356708044299665","time":1344358521004,"lon":30.44596508,"lat":59.87334933,"alt":24.3,"speed":0.25,"course":134.8,"accuracy":13}
[2012-08-07 20:56:32] : {"type":"gps","imei":"356708044299665","time":1344358522004,"lon":30.44595275,"lat":59.87334843,"alt":20.5,"speed":0,"course":0,"accuracy":11}
[2012-08-07 20:56:33] : {"type":"gps","imei":"356708044299665","time":1344358523005,"lon":30.44595456,"lat":59.87334856,"alt":22.1,"speed":0,"course":0,"accuracy":11}
[2012-08-07 20:56:35] : {"type":"gps","imei":"356708044299665","time":1344358524016,"lon":30.44595179,"lat":59.87334048,"alt":17.9,"speed":0,"course":0,"accuracy":11}
[2012-08-07 20:56:36] : {"type":"gps","imei":"356708044299665","time":1344358525008,"lon":30.44595786,"lat":59.87333667,"alt":17.6,"speed":0,"course":0,"accuracy":9}
[2012-08-07 20:56:36] : {"type":"gps","imei":"356708044299665","time":1344358526003,"lon":30.4459846,"lat":59.87333486,"alt":17.2,"speed":0,"course":0,"accuracy":9}
[2012-08-07 20:56:38] : {"type":"gps","imei":"356708044299665","time":1344358527017,"lon":30.4459846,"lat":59.87333486,"alt":17.2,"speed":0,"course":0,"accuracy":12}
[2012-08-07 20:56:39] : {"type":"gps","imei":"356708044299665","time":1344358528037,"lon":30.44599458,"lat":59.87333319,"alt":17.6,"speed":0,"course":0,"accuracy":10}
[2012-08-07 20:56:40] : {"type":"gps","imei":"356708044299665","time":1344358529019,"lon":30.44598731,"lat":59.87333228,"alt":17.7,"speed":0,"course":0,"accuracy":10}
[2012-08-07 20:56:40] : {"type":"gps","imei":"356708044299665","time":1344358530001,"lon":30.44598731,"lat":59.87333228,"alt":17.7,"speed":0,"course":0,"accuracy":12}
[2012-08-07 20:56:42] : {"type":"gps","imei":"356708044299665","time":1344358531032,"lon":30.44599046,"lat":59.87333528,"alt":18.5,"speed":0,"course":0,"accuracy":11}
[2012-08-07 20:56:43] : {"type":"gps","imei":"356708044299665","time":1344358532051,"lon":30.44599528,"lat":59.87333639,"alt":18,"speed":0,"course":0,"accuracy":9}
[2012-08-07 20:56:43] : {"type":"gps","imei":"356708044299665","time":1344358533011,"lon":30.44599465,"lat":59.87334256,"alt":19.9,"speed":0,"course":0,"accuracy":9}
[2012-08-07 20:56:44] : {"type":"gps","imei":"356708044299665","time":1344358534006,"lon":30.44598957,"lat":59.87334878,"alt":21.5,"speed":0,"course":0,"accuracy":10}
[2012-08-07 20:56:45] : {"type":"gps","imei":"356708044299665","time":1344358534993,"lon":30.44598957,"lat":59.87334878,"alt":21.5,"speed":0,"course":0,"accuracy":12}
[2012-08-07 20:56:46] : {"type":"gps","imei":"356708044299665","time":1344358536008,"lon":30.44597746,"lat":59.87335875,"alt":23.4,"speed":0,"course":0,"accuracy":10}
[2012-08-07 20:56:47] : {"type":"gps","imei":"356708044299665","time":1344358537007,"lon":30.4459746,"lat":59.87336148,"alt":23.5,"speed":0,"course":0,"accuracy":10}
[2012-08-07 20:56:48] : {"type":"gps","imei":"356708044299665","time":1344358538008,"lon":30.44597245,"lat":59.87336353,"alt":23.8,"speed":0,"course":0,"accuracy":11}
[2012-08-07 20:56:49] : {"type":"gps","imei":"356708044299665","time":1344358539003,"lon":30.44597167,"lat":59.87336462,"alt":23.9,"speed":0,"course":0,"accuracy":11}
[2012-08-07 20:56:50] : {"type":"gps","imei":"356708044299665","time":1344358539996,"lon":30.44597167,"lat":59.87336462,"alt":23.9,"speed":0,"course":0,"accuracy":14}
[2012-08-07 20:56:52] : {"type":"gps","imei":"356708044299665","time":1344358541031,"lon":30.44597098,"lat":59.87336505,"alt":23.9,"speed":0,"course":0,"accuracy":13}
[2012-08-07 20:56:52] : {"type":"gps","imei":"356708044299665","time":1344358542012,"lon":30.44597098,"lat":59.87336505,"alt":23.9,"speed":0,"course":0,"accuracy":16}
[2012-08-07 20:56:53] : {"type":"gps","imei":"356708044299665","time":1344358543035,"lon":30.44596996,"lat":59.87336562,"alt":24.1,"speed":0,"course":0,"accuracy":11}
[2012-08-07 20:56:55] : {"type":"gps","imei":"356708044299665","time":1344358544027,"lon":30.44597153,"lat":59.87336649,"alt":23.4,"speed":0,"course":0,"accuracy":11}
[2012-08-07 20:56:56] : {"type":"gps","imei":"356708044299665","time":1344358545046,"lon":30.44597153,"lat":59.87336649,"alt":23.4,"speed":0,"course":0,"accuracy":14}
[2012-08-07 20:56:57] : {"type":"gps","imei":"356708044299665","time":1344358546039,"lon":30.44597201,"lat":59.87336649,"alt":23.7,"speed":0,"course":0,"accuracy":9}
[2012-08-07 20:56:57] : {"type":"gps","imei":"356708044299665","time":1344358547011,"lon":30.44597201,"lat":59.87336649,"alt":23.7,"speed":0,"course":0,"accuracy":12}
[2012-08-07 20:56:59] : {"type":"gps","imei":"356708044299665","time":1344358548039,"lon":30.44597251,"lat":59.87336573,"alt":23.6,"speed":0,"course":0,"accuracy":10}
[2012-08-07 20:57:00] : {"type":"gps","imei":"356708044299665","time":1344358549048,"lon":30.44597253,"lat":59.87336503,"alt":23.9,"speed":0,"course":0,"accuracy":9}
[2012-08-07 20:57:00] : {"type":"gps","imei":"356708044299665","time":1344358550012,"lon":30.44597253,"lat":59.87336503,"alt":23.9,"speed":0,"course":0,"accuracy":12}
[2012-08-07 20:57:01] : {"type":"gps","imei":"356708044299665","time":1344358551031,"lon":30.4459733,"lat":59.87336436,"alt":23.8,"speed":0,"course":0,"accuracy":10}
[2012-08-07 20:57:03] : {"type":"gps","imei":"356708044299665","time":1344358552048,"lon":30.44598287,"lat":59.87336655,"alt":22.9,"speed":0,"course":0,"accuracy":7}
[2012-08-07 20:57:03] : {"type":"gps","imei":"356708044299665","time":1344358553012,"lon":30.44598287,"lat":59.87336655,"alt":22.9,"speed":0,"course":0,"accuracy":9}
[2012-08-07 20:57:05] : {"type":"gps","imei":"356708044299665","time":1344358554039,"lon":30.44599046,"lat":59.87336608,"alt":22.3,"speed":0,"course":0,"accuracy":7}
[2012-08-07 20:57:05] : {"type":"gps","imei":"356708044299665","time":1344358555015,"lon":30.44599869,"lat":59.87336439,"alt":22.2,"speed":0.9,"course":108.3,"accuracy":6}
[2012-08-07 20:57:06] : {"type":"gps","imei":"356708044299665","time":1344358556012,"lon":30.44601355,"lat":59.87335838,"alt":21.2,"speed":0.9,"course":112.1,"accuracy":7}
[2012-08-07 20:57:07] : {"type":"gps","imei":"356708044299665","time":1344358557000,"lon":30.44602621,"lat":59.8733558,"alt":20.8,"speed":0.9,"course":112.1,"accuracy":9}
[2012-08-07 20:57:09] : {"type":"gps","imei":"356708044299665","time":1344358558029,"lon":30.44604375,"lat":59.87335313,"alt":20.9,"speed":0.75,"course":112.1,"accuracy":9}
[2012-08-07 20:57:09] : {"type":"gps","imei":"356708044299665","time":1344358559006,"lon":30.4460652,"lat":59.8733463,"alt":21.2,"speed":0,"course":0,"accuracy":9}
[2012-08-07 20:57:10] : {"type":"gps","imei":"356708044299665","time":1344358560004,"lon":30.44607762,"lat":59.87333845,"alt":22.6,"speed":0,"course":0,"accuracy":10}
[2012-08-07 20:57:11] : {"type":"gps","imei":"356708044299665","time":1344358561007,"lon":30.44608963,"lat":59.87333449,"alt":22.8,"speed":0,"course":0,"accuracy":10}
[2012-08-07 20:57:12] : {"type":"gps","imei":"356708044299665","time":1344358562004,"lon":30.44610869,"lat":59.87332942,"alt":21.8,"speed":0,"course":0,"accuracy":9}
[2012-08-07 20:57:13] : {"type":"gps","imei":"356708044299665","time":1344358562998,"lon":30.44611002,"lat":59.87332701,"alt":22.1,"speed":0,"course":0,"accuracy":10}
[2012-08-07 20:57:14] : {"type":"gps","imei":"356708044299665","time":1344358564004,"lon":30.44612056,"lat":59.87332529,"alt":22,"speed":0.5,"course":112.1,"accuracy":10}
[2012-08-07 20:57:15] : {"type":"gps","imei":"356708044299665","time":1344358565007,"lon":30.44613224,"lat":59.87332144,"alt":21.5,"speed":0.75,"course":112.1,"accuracy":11}
[2012-08-07 20:57:16] : {"type":"gps","imei":"356708044299665","time":1344358565992,"lon":30.44613234,"lat":59.87331395,"alt":22.6,"speed":0,"course":0,"accuracy":11}
[2012-08-07 20:57:17] : {"type":"gps","imei":"356708044299665","time":1344358567005,"lon":30.44614361,"lat":59.87331307,"alt":22.5,"speed":0.75,"course":112.1,"accuracy":11}
[2012-08-07 20:57:18] : {"type":"gps","imei":"356708044299665","time":1344358568012,"lon":30.44612233,"lat":59.87330142,"alt":23.6,"speed":0,"course":0,"accuracy":12}
[2012-08-07 20:57:19] : {"type":"gps","imei":"356708044299665","time":1344358569012,"lon":30.4461103,"lat":59.87329477,"alt":23.6,"speed":0,"course":0,"accuracy":12}
[2012-08-07 20:57:21] : {"type":"gps","imei":"356708044299665","time":1344358570053,"lon":30.44609552,"lat":59.87328914,"alt":23.9,"speed":0,"course":0,"accuracy":12}
[2012-08-07 20:57:21] : {"type":"gps","imei":"356708044299665","time":1344358571042,"lon":30.44608268,"lat":59.87328439,"alt":24,"speed":0,"course":0,"accuracy":11}
[2012-08-07 20:57:22] : {"type":"gps","imei":"356708044299665","time":1344358572000,"lon":30.446077,"lat":59.87328277,"alt":23.9,"speed":0,"course":0,"accuracy":12}
[2012-08-07 20:57:23] : {"type":"gps","imei":"356708044299665","time":1344358573001,"lon":30.446077,"lat":59.87328277,"alt":23.9,"speed":0,"course":0,"accuracy":15}
[2012-08-07 20:57:24] : {"type":"gps","imei":"356708044299665","time":1344358574003,"lon":30.44606138,"lat":59.87327224,"alt":24.3,"speed":0,"course":0,"accuracy":14}
[2012-08-07 20:57:25] : {"type":"gps","imei":"356708044299665","time":1344358575008,"lon":30.44605171,"lat":59.87326531,"alt":24.3,"speed":0,"course":0,"accuracy":14}
[2012-08-07 20:57:26] : {"type":"gps","imei":"356708044299665","time":1344358576006,"lon":30.44604383,"lat":59.87325782,"alt":24.8,"speed":0,"course":0,"accuracy":16}
[2012-08-07 20:57:27] : {"type":"gps","imei":"356708044299665","time":1344358577002,"lon":30.44604266,"lat":59.87325271,"alt":25,"speed":0,"course":0,"accuracy":16}
[2012-08-07 20:57:28] : {"type":"gps","imei":"356708044299665","time":1344358578005,"lon":30.44603858,"lat":59.87324633,"alt":25.3,"speed":0,"course":0,"accuracy":17}
[2012-08-07 20:57:29] : {"type":"gps","imei":"356708044299665","time":1344358579005,"lon":30.44603648,"lat":59.87324333,"alt":25.3,"speed":0,"course":0,"accuracy":17}
[2012-08-07 20:57:30] : {"type":"gps","imei":"356708044299665","time":1344358580003,"lon":30.44603649,"lat":59.87324212,"alt":25.4,"speed":0,"course":0,"accuracy":17}
[2012-08-07 20:57:31] : {"type":"gps","imei":"356708044299665","time":1344358581010,"lon":30.44603776,"lat":59.87324168,"alt":25.4,"speed":0,"course":0,"accuracy":17}
[2012-08-07 20:57:32] : {"type":"gps","imei":"356708044299665","time":1344358582010,"lon":30.44603153,"lat":59.87323831,"alt":26.3,"speed":0,"course":0,"accuracy":17}
[2012-08-07 20:57:33] : {"type":"gps","imei":"356708044299665","time":1344358583004,"lon":30.44603253,"lat":59.87323445,"alt":26.9,"speed":0,"course":0,"accuracy":13}
[2012-08-07 20:57:34] : {"type":"gps","imei":"356708044299665","time":1344358584010,"lon":30.44603253,"lat":59.87323445,"alt":26.9,"speed":0,"course":0,"accuracy":15}
[2012-08-07 20:57:35] : {"type":"gps","imei":"356708044299665","time":1344358585010,"lon":30.44603204,"lat":59.87323357,"alt":26.8,"speed":0,"course":0,"accuracy":15}
[2012-08-07 20:57:36] : {"type":"gps","imei":"356708044299665","time":1344358586007,"lon":30.44603132,"lat":59.87323311,"alt":26.8,"speed":0,"course":0,"accuracy":16}
[2012-08-07 20:57:37] : {"type":"gps","imei":"356708044299665","time":1344358587012,"lon":30.4460277,"lat":59.87323259,"alt":26.8,"speed":0,"course":0,"accuracy":13}
[2012-08-07 20:57:38] : {"type":"gps","imei":"356708044299665","time":1344358588021,"lon":30.4460277,"lat":59.87323259,"alt":26.8,"speed":0,"course":0,"accuracy":16}
[2012-08-07 20:57:39] : {"type":"gps","imei":"356708044299665","time":1344358589004,"lon":30.44602802,"lat":59.87323277,"alt":26.8,"speed":0,"course":0,"accuracy":17}
[2012-08-07 20:57:40] : {"type":"gps","imei":"356708044299665","time":1344358590012,"lon":30.4460285,"lat":59.8732323,"alt":26.9,"speed":0,"course":0,"accuracy":18}
[2012-08-07 20:57:41] : {"type":"gps","imei":"356708044299665","time":1344358591001,"lon":30.4460263,"lat":59.87323054,"alt":26.9,"speed":0,"course":0,"accuracy":19}
[2012-08-07 20:57:42] : {"type":"gps","imei":"356708044299665","time":1344358592002,"lon":30.44602287,"lat":59.87322796,"alt":26.9,"speed":0,"course":0,"accuracy":20}
[2012-08-07 20:57:43] : {"type":"gps","imei":"356708044299665","time":1344358593002,"lon":30.44600035,"lat":59.87321104,"alt":27,"speed":2.25,"course":213.8,"accuracy":19}
[2012-08-07 20:57:44] : {"type":"gps","imei":"356708044299665","time":1344358594011,"lon":30.4460105,"lat":59.87320271,"alt":27.3,"speed":0,"course":0,"accuracy":19}
[2012-08-07 20:57:45] : {"type":"gps","imei":"356708044299665","time":1344358595004,"lon":30.44602244,"lat":59.87319991,"alt":26.9,"speed":0,"course":0,"accuracy":18}
[2012-08-07 20:57:46] : {"type":"gps","imei":"356708044299665","time":1344358596010,"lon":30.44603332,"lat":59.8731981,"alt":26.7,"speed":0,"course":0,"accuracy":19}
[2012-08-07 20:57:47] : {"type":"gps","imei":"356708044299665","time":1344358597011,"lon":30.44604413,"lat":59.87319428,"alt":27.2,"speed":0,"course":0,"accuracy":19}
[2012-08-07 20:57:48] : {"type":"gps","imei":"356708044299665","time":1344358598009,"lon":30.44605003,"lat":59.87318928,"alt":26.7,"speed":0,"course":0,"accuracy":18}
[2012-08-07 20:57:49] : {"type":"gps","imei":"356708044299665","time":1344358599001,"lon":30.44605363,"lat":59.87318742,"alt":26.9,"speed":0,"course":0,"accuracy":18}
[2012-08-07 20:57:50] : {"type":"gps","imei":"356708044299665","time":1344358600011,"lon":30.44604906,"lat":59.8731902,"alt":26.8,"speed":0,"course":0,"accuracy":18}
[2012-08-07 20:57:51] : {"type":"gps","imei":"356708044299665","time":1344358601002,"lon":30.44604707,"lat":59.87319114,"alt":27,"speed":0,"course":0,"accuracy":19}
[2012-08-07 20:57:52] : {"type":"gps","imei":"356708044299665","time":1344358602005,"lon":30.44604661,"lat":59.87319139,"alt":27,"speed":0,"course":0,"accuracy":20}
[2012-08-07 20:57:53] : {"type":"gps","imei":"356708044299665","time":1344358603010,"lon":30.44604726,"lat":59.87319098,"alt":27,"speed":0,"course":0,"accuracy":21}
[2012-08-07 20:57:54] : {"type":"gps","imei":"356708044299665","time":1344358603991,"lon":30.44604759,"lat":59.87319078,"alt":27,"speed":0,"course":0,"accuracy":23}
[2012-08-07 20:57:55] : {"type":"gps","imei":"356708044299665","time":1344358605009,"lon":30.44604775,"lat":59.87319067,"alt":27,"speed":0,"course":0,"accuracy":24}
[2012-08-07 20:57:56] : {"type":"gps","imei":"356708044299665","time":1344358606005,"lon":30.44604783,"lat":59.87319062,"alt":27,"speed":0,"course":0,"accuracy":26}
[2012-08-07 20:57:57] : {"type":"gps","imei":"356708044299665","time":1344358607004,"lon":30.44604787,"lat":59.8731906,"alt":27,"speed":0,"course":0,"accuracy":33}
